형태소,품사,그룹명,카운트
가짜,Noun,TWICE,10
가차,Noun,BTS(방탄소년단),3
가책,Noun,TWICE,1
가치,Noun,BTS(방탄소년단),1
가치,Noun,EXO,3
가치,Noun,SEVENTEEN(세븐틴),1
가치,Noun,TWICE,4
가탄,Noun,BTS(방탄소년단),1
가파른,Noun,EXO,1
가해자,Noun,NCT DREAM,1
가혹하다고,Adjective,EXO,1
각,Noun,BTS(방탄소년단),1
각도,Noun,SEVENTEEN(세븐틴),1
각막,Noun,BTS(방탄소년단),1
각본,Noun,TWICE,4
각오,Noun,BTS(방탄소년단),2
각오,Noun,SEVENTEEN(세븐틴),1
각인,Noun,EXO,3
각자,Noun,BTS(방탄소년단),4
각자,Noun,NCT U,1
각자,Noun,SEVENTEEN(세븐틴),1
각종,Noun,BTS(방탄소년단),1
간,Noun,BLACKPINK,1
간,Noun,BTS(방탄소년단),12
간,Noun,EXO,9
간,Noun,NCT 127,1
간,Noun,SEVENTEEN(세븐틴),3
간,Noun,TWICE,3
간,Suffix,BLACKPINK,1
간,Suffix,BTS(방탄소년단),5
간,Suffix,EXO,1
간,Suffix,Red Velvet(레드벨벳),1
간,Suffix,TWICE,8
간격,Noun,SEVENTEEN(세븐틴),2
간다,Noun,BTS(방탄소년단),5
간다,Noun,EXO,1
간다,Noun,EXO-K,3
간다,Noun,SEVENTEEN(세븐틴),1
간다,Noun,TWICE,1
간단,Noun,BTS(방탄소년단),1
간단했으면,Adjective,SEVENTEEN(세븐틴),3
간대,Verb,Red Velvet(레드벨벳),2
간문제,Noun,BTS(방탄소년단),1
간사하긴,Adjective,BTS(방탄소년단),1
간식,Noun,BTS(방탄소년단),1
간의,Foreign,BTS(방탄소년단),1
간절하게,Adjective,EXO,1
간절하게,Adjective,Red Velvet(레드벨벳),2
간절한,Adjective,EXO,5
간절한,Adjective,TWICE,1
간절할까,Adjective,SEVENTEEN(세븐틴),1
간절함이,Adjective,EXO,1
간절했던,Adjective,EXO,2
간절했었던,Adjective,EXO,1
간절히,Adjective,EXO,4
간절히,Adjective,SEVENTEEN(세븐틴),1
간절히,Adjective,TWICE,6
간지러운,Adjective,EXO,1
간지러운,Adjective,Red Velvet(레드벨벳),6
간지러운,Adjective,SEVENTEEN(세븐틴),1
간지러운,Adjective,TWICE,2
간지러워,Adjective,EXO,1
간지러워,Adjective,Red Velvet(레드벨벳),1
간지러워,Adjective,TWICE,1
간지러워서,Adjective,TWICE,1
간지러이,Adjective,Red Velvet(레드벨벳),1
간지럽게,Adjective,Red Velvet(레드벨벳),1
간지럽게,Adjective,TWICE,1
간지럽혀,Adjective,Red Velvet(레드벨벳),3
간지럽혀,Adjective,SEVENTEEN(세븐틴),1
간지럽히는,Adjective,Red Velvet(레드벨벳),1
간지럽히듯,Adjective,EXO,1
간직,Noun,EXO,6
간직,Noun,Halsey & SUGA & BTS,1
간직,Noun,Red Velvet(레드벨벳),1
간직,Noun,SEVENTEEN(세븐틴),2
간직,Noun,TWICE,3
간질,Noun,EXO,1
간질간질,Adverb,SEVENTEEN(세븐틴),2
간파,Noun,BTS(방탄소년단),1
갇혀,Verb,BLACKPINK,1
갇혀,Verb,BTS(방탄소년단),4
갇혀,Verb,EXO,5
갇혀,Verb,EXO-K,1
갇혀,Verb,SEVENTEEN(세븐틴),1
갇혀,Verb,TWICE,1
갇혀서,Verb,BTS(방탄소년단),2
갇혀있던,Verb,TWICE,1
갇혀있지,Verb,Red Velvet(레드벨벳),2
갇혔나,Verb,BTS(방탄소년단),1
갇혔던,Verb,EXO,1
갇혔어,Verb,TWICE,3
갇히게,Verb,EXO,1
갇히고선,Verb,NCT DREAM,1
갇힌,Verb,EXO,1
갇힌,Verb,NCT DREAM,1
갇힌,Verb,Red Velvet(레드벨벳),1
갇힌,Verb,TWICE,1
갇힌다,Verb,TWICE,1
갈,Verb,BLACKPINK,2
갈,Verb,BTS(방탄소년단),12
갈,Verb,BTS(방탄소년단) & Zara Larsson,3
갈,Verb,EXO,12
갈,Verb,NCT DREAM,1
갈,Verb,NCT U,1
갈,Verb,Red Velvet(레드벨벳),5
갈,Verb,SEVENTEEN(세븐틴),10
갈,Verb,TWICE,6
갈,Verb,예리 (YERI) & NCT,1
갈게,Verb,BTS(방탄소년단),6
갈게,Verb,Red Velvet(레드벨벳),6
갈게,Verb,SEVENTEEN(세븐틴),4
갈게,Verb,TWICE,4
갈게요,Verb,BTS(방탄소년단),1
갈게요,Verb,EXO,1
갈고,Noun,SEVENTEEN(세븐틴),1
갈구해,Verb,EXO-K,1
갈구해,Verb,SEVENTEEN(세븐틴),2
갈기갈기,Noun,BTS(방탄소년단),1
갈까,Verb,BTS(방탄소년단),1
갈까,Verb,Red Velvet(레드벨벳),1
갈라놓을,Verb,BTS(방탄소년단),1
갈라진,Verb,BTS(방탄소년단),1
갈라진,Verb,EXO,1
갈라질,Verb,EXO,2
갈래,Noun,BLACKPINK,1
갈래,Noun,BTS(방탄소년단),2
갈래,Noun,EXO,1
갈래,Noun,EXO-K,1
갈래,Noun,Red Velvet(레드벨벳),3
갈래,Noun,SEVENTEEN(세븐틴),1
갈래,Noun,TWICE,4
갈리,Noun,EXO,1
갈림길,Noun,BTS(방탄소년단),1
갈망,Noun,EXO,2
갈망,Noun,EXO-K,1
갈망,Noun,NCT DREAM,1
갈망,Noun,SEVENTEEN(세븐틴),3
갈색,Noun,BTS(방탄소년단),5
갈수록,Noun,BLACKPINK,1
갈수록,Noun,BTS(방탄소년단),7
갈수록,Noun,EXO,10
갈수록,Noun,EXO-K,2
갈수록,Noun,Red Velvet(레드벨벳),2
갈수록,Noun,SEVENTEEN(세븐틴),2
갈수록,Noun,TWICE,5
갈아,Adverb,BTS(방탄소년단),3
갈아,Adverb,SEVENTEEN(세븐틴),2
갈았던,Verb,BTS(방탄소년단),1
갈았어,Verb,BTS(방탄소년단),1
갈았지,Verb,BTS(방탄소년단),1
갈증,Noun,EXO,1
갈증,Noun,EXO-K,1
갈증,Noun,SEVENTEEN(세븐틴),1
갈지,Verb,BTS(방탄소년단),1
갈진,Verb,SEVENTEEN(세븐틴),3
갈팡질팡,Noun,TWICE,1
감,Noun,BTS(방탄소년단),8
감,Noun,EXO,1
감,Noun,Red Velvet(레드벨벳),5
감,Noun,TWICE,1
감각,Noun,BTS(방탄소년단),2
감각,Noun,EXO,2
감각,Noun,NCT 127,1
감각,Noun,NCT DREAM,1
감각,Noun,NCT U,2
감각,Noun,Red Velvet(레드벨벳),7
감각,Noun,SEVENTEEN(세븐틴),3
감고,Noun,BTS(방탄소년단),5
감고,Noun,EXO,8
감고,Noun,NCT U,1
감고,Noun,Red Velvet(레드벨벳),3
감고,Noun,SEVENTEEN(세븐틴),1
감고,Noun,TWICE,3
감기,Noun,EXO,1
감기,Noun,Red Velvet(레드벨벳),1
감기,Noun,SEVENTEEN(세븐틴),1
감긴,Verb,BTS(방탄소년단),1
감긴,Verb,EXO,2
감네,Verb,BTS(방탄소년단),1
감는,Verb,BTS(방탄소년단),1
감당,Noun,BTS(방탄소년단),3
감당,Noun,EXO,5
감당,Noun,NCT U,2
감당,Noun,Red Velvet(레드벨벳),1
감당,Noun,SEVENTEEN(세븐틴),1
감당,Noun,TWICE,1
감도는,Verb,EXO,1
감독,Noun,BTS(방탄소년단),1
감동,Noun,BTS(방탄소년단),1
감동,Noun,SEVENTEEN(세븐틴),2
감명,Noun,Red Velvet(레드벨벳),1
감미로운,Adjective,EXO,1
감사하고,Verb,EXO-K,1
감사하네,Verb,BTS(방탄소년단),1
감사합니다,Verb,BTS(방탄소년단),1
감사해,Verb,BTS(방탄소년단),1
감사해,Verb,EXO,1
감사해,Verb,SEVENTEEN(세븐틴),1
감상,Noun,BTS(방탄소년단),1
감성,Noun,BTS(방탄소년단),1
감성,Noun,Red Velvet(레드벨벳),1
감성,Noun,TWICE,1
감수,Noun,BTS(방탄소년단),1
감수성,Noun,SEVENTEEN(세븐틴),1
감시,Noun,TWICE,4
감싸,Verb,BTS(방탄소년단),2
감싸,Verb,BTS(방탄소년단) & Zara Larsson,1
감싸,Verb,EXO,5
감싸,Verb,Red Velvet(레드벨벳),4
감싸,Verb,SEVENTEEN(세븐틴),5
감싸,Verb,TWICE,3
감싸고,Verb,BLACKPINK,2
감싸고,Verb,EXO,2
감싸고,Verb,Red Velvet(레드벨벳),1
감싸네,Verb,NCT 127,3
감싸는,Verb,Red Velvet(레드벨벳),1
감싸는,Verb,TWICE,1
감싸면,Verb,SEVENTEEN(세븐틴),1
감싸면,Verb,TWICE,1
감싸오네,Verb,SEVENTEEN(세븐틴),1
감싸주지,Verb,NCT U,1
감싸줄,Verb,BTS(방탄소년단),1
감싸줄,Verb,Red Velvet(레드벨벳),1
감싸줄게,Verb,TWICE,5
감싸지만,Verb,BLACKPINK,2
감싼,Verb,Red Velvet(레드벨벳),5
감쌀,Verb,SEVENTEEN(세븐틴),3
감아,Verb,BTS(방탄소년단),1
감아,Verb,EXO,6
감아,Verb,NCT U,1
감아,Verb,Red Velvet(레드벨벳),6
감아,Verb,SEVENTEEN(세븐틴),2
감아,Verb,TWICE,3
감아도,Verb,BTS(방탄소년단),1
감아도,Verb,EXO,1
감아도,Verb,NCT U,1
감아도,Verb,Red Velvet(레드벨벳),1
감아도,Verb,SEVENTEEN(세븐틴),1
감아서,Verb,Red Velvet(레드벨벳),1
감아서,Verb,TWICE,1
감아요,Verb,Red Velvet(레드벨벳),1
감아줘,Verb,SEVENTEEN(세븐틴),1
감았다,Verb,EXO,1
감았다,Verb,Red Velvet(레드벨벳),1
감았던,Verb,Red Velvet(레드벨벳),1
감았던,Verb,TWICE,1
감옥,Noun,BTS(방탄소년단),3
감옥,Noun,EXO-K,1
감으며,Verb,SEVENTEEN(세븐틴),1
감으면,Verb,NCT U,2
감으면,Verb,Red Velvet(레드벨벳),7
감으면,Verb,TWICE,1
감은,Verb,BTS(방탄소년단),1
감은,Verb,EXO,3
감은,Verb,Red Velvet(레드벨벳),1
감은,Verb,TWICE,3
감을까,Verb,Red Velvet(레드벨벳),1
감을래,Verb,TWICE,1
감정,Noun,BLACKPINK,1
감정,Noun,BTS(방탄소년단),6
감정,Noun,EXO,16
감정,Noun,EXO-K,1
감정,Noun,NCT U,1
감정,Noun,Red Velvet(레드벨벳),8
감정,Noun,SEVENTEEN(세븐틴),16
감정,Noun,TWICE,12
감정인,Noun,Red Velvet(레드벨벳),1
감정인,Noun,TWICE,1
감지,Noun,EXO-K,1
감지,Noun,NCT U,1
감지,Noun,SEVENTEEN(세븐틴),1
감추고,Verb,EXO,1
감추고만,Verb,TWICE,1
감추고서,Verb,SEVENTEEN(세븐틴),1
감추곤,Verb,BTS(방탄소년단) & Charli XCX,1
감추기,Verb,TWICE,2
감추려,Verb,BTS(방탄소년단),1
감추려,Verb,Red Velvet(레드벨벳),1
감추려,Verb,SEVENTEEN(세븐틴),1
감추려고만,Verb,BTS(방탄소년단),1
감추려던,Verb,NCT U,1
감추어진,Verb,Red Velvet(레드벨벳),1
감춘,Verb,BLACKPINK,1
감춘,Verb,EXO,3
감춘,Verb,Red Velvet(레드벨벳),1
감춘,Verb,SEVENTEEN(세븐틴),1
감춘,Verb,TWICE,1
감출,Verb,Red Velvet(레드벨벳),3
감출,Verb,TWICE,4
감춰,Verb,EXO,2
감춰,Verb,Red Velvet(레드벨벳),3
감춰,Verb,TWICE,6
감춰놓은,Verb,EXO,1
감춰도,Verb,BTS(방탄소년단),2
감춰도,Verb,EXO,1
감춰진,Verb,EXO,2
감춰진,Verb,TWICE,3
감췄던,Verb,EXO-K,1
감췄으니,Verb,EXO,2
감탄,Noun,BTS(방탄소년단),2
감탄,Noun,SEVENTEEN(세븐틴),4
감투,Noun,BTS(방탄소년단),1
감흥,Noun,SEVENTEEN(세븐틴),1
감히,Noun,BLACKPINK,1
감히,Noun,EXO,2
감히,Noun,NCT U,1
감히,Noun,SEVENTEEN(세븐틴),1
갑,Noun,BTS(방탄소년단),2
갑갑하던,Adjective,Red Velvet(레드벨벳),1
갑갑해졌어,Adjective,BTS(방탄소년단),1
갑니다,Verb,BTS(방탄소년단),1
갑빠,Noun,BTS(방탄소년단),1
갑자기,Noun,BTS(방탄소년단),4
갑자기,Noun,EXO,2
갑자기,Noun,NCT U,2
갑자기,Noun,Red Velvet(레드벨벳),5
갑자기,Noun,TWICE,4
갑작스런,Adjective,Red Velvet(레드벨벳),1
값,Noun,BTS(방탄소년단),5
값,Noun,TWICE,1
갓,Noun,Red Velvet(레드벨벳),2
갔고,Verb,SEVENTEEN(세븐틴),1
갔나,Verb,BTS(방탄소년단),1
갔니,Verb,TWICE,7
갔다,Verb,BLACKPINK,1
갔다,Verb,BTS(방탄소년단),2
갔다,Verb,Red Velvet(레드벨벳),3
갔다,Verb,TWICE,2
갔다가,Verb,SEVENTEEN(세븐틴),1
갔던,Verb,BTS(방탄소년단),2
갔어,Verb,EXO,1
갔어,Verb,Red Velvet(레드벨벳),1
갔어,Verb,SEVENTEEN(세븐틴),1
갔었던,Verb,SEVENTEEN(세븐틴),1
갔을,Verb,이현,1
갔음,Verb,Red Velvet(레드벨벳),1
갔지,Verb,BTS(방탄소년단),2
강,Noun,EXO,1
강,Noun,Red Velvet(레드벨벳),1
강가,Noun,SEVENTEEN(세븐틴),1
강도,Noun,BTS(방탄소년단),1
강렬하게,Adjective,Red Velvet(레드벨벳),1
강렬한,Adjective,EXO,3
강렬한,Adjective,NCT U,1
강렬해,Adjective,EXO,2
강물,Noun,EXO,1
강백호,Noun,BTS(방탄소년단),1
강아지,Noun,TWICE,1
강요,Noun,BTS(방탄소년단),5
강원,Noun,BTS(방탄소년단),8
강인함이,Adjective,BTS(방탄소년단),1
강정,Noun,BTS(방탄소년단),1
강탈,Noun,SEVENTEEN(세븐틴),2
강하게,Adjective,EXO,3
강하게,Adjective,SEVENTEEN(세븐틴),1
강하게,Adjective,TWICE,1
강하고,Adjective,EXO,1
강하다고,Adjective,BTS(방탄소년단),2
강한,Adjective,BTS(방탄소년단),3
강한,Adjective,EXO,3
강할,Adjective,NCT U,2
강해,Adjective,BTS(방탄소년단),1
강해,Adjective,Red Velvet(레드벨벳),3
강해져,Adjective,BTS(방탄소년단),1
강해져,Adjective,EXO,1
강해져,Adjective,Red Velvet(레드벨벳),1
강해지고,Adjective,EXO,1
강해지는,Adjective,EXO,5
강해질,Adjective,EXO,5
강해질,Adjective,TWICE,1
갖게,Verb,BTS(방탄소년단),1
갖고,Verb,BTS(방탄소년단),8
갖고,Verb,EXO,5
갖고,Verb,Red Velvet(레드벨벳),1
갖고,Verb,SEVENTEEN(세븐틴),3
갖고,Verb,TWICE,9
갖긴,Verb,TWICE,1
갖다대,Verb,TWICE,1
갖지,Verb,BTS(방탄소년단),1
갖지마,Verb,BTS(방탄소년단),1
갖진,Verb,BTS(방탄소년단),1
갖춰라,Verb,BTS(방탄소년단),1
같,Adjective,BTS(방탄소년단),14
같,Adjective,SEVENTEEN(세븐틴),4
같,Adjective,TWICE,8
같겠지만,Adjective,BLACKPINK,1
같고,Adjective,BTS(방탄소년단),1
같고,Adjective,SEVENTEEN(세븐틴),2
같고,Adjective,TWICE,1
같기를,Adjective,TWICE,1
같긴,Adjective,BTS(방탄소년단),2
같길,Adjective,BLACKPINK,1
같냐,Adjective,BTS(방탄소년단),2
같네,Adjective,Red Velvet(레드벨벳),1
같네요,Adjective,SEVENTEEN(세븐틴),1
같니,Adjective,EXO,1
같니,Adjective,TWICE,1
같다,Adjective,BTS(방탄소년단),1
같다가도,Adjective,TWICE,6
같다고,Adjective,Red Velvet(레드벨벳),1
같다는,Adjective,EXO,1
같다는데,Adjective,TWICE,3
같다면,Adjective,BLACKPINK,2
같다면,Adjective,EXO,4
같다면,Adjective,TWICE,1
같대,Adjective,EXO-K,1
같대,Adjective,SEVENTEEN(세븐틴),1
같던,Adjective,BTS(방탄소년단),11
같던,Adjective,EXO,6
같던,Adjective,NCT U,2
같던,Adjective,Red Velvet(레드벨벳),3
같던,Adjective,TWICE,1
같아,Adjective,BLACKPINK,1
같아,Adjective,BTS(방탄소년단),50
같아,Adjective,EXO,35
같아,Adjective,EXO-K,4
같아,Adjective,NCT 127,1
같아,Adjective,NCT U,8
같아,Adjective,Red Velvet(레드벨벳),47
같아,Adjective,SEVENTEEN(세븐틴),24
같아,Adjective,TWICE,41
같아도,Adjective,SEVENTEEN(세븐틴),1
같아도,Adjective,TWICE,2
같아서,Adjective,BLACKPINK,1
같아서,Adjective,BTS(방탄소년단),4
같아서,Adjective,EXO,1
같아서,Adjective,SEVENTEEN(세븐틴),1
같아요,Adjective,Red Velvet(레드벨벳),1
같아요,Adjective,TWICE,1
같았겠지만,Adjective,BTS(방탄소년단),1
같았다,Adjective,EXO-K,1
같았던,Adjective,BTS(방탄소년단),1
같았던,Adjective,EXO,3
같았던,Adjective,SEVENTEEN(세븐틴),4
같았어,Adjective,EXO,1
같았어,Adjective,Red Velvet(레드벨벳),1
같았어,Adjective,이현,1
같았었는데,Adjective,BTS(방탄소년단),1
같았죠,Adjective,TWICE,1
같았지,Adjective,BTS(방탄소년단),1
같았지,Adjective,TWICE,1
같어,Adjective,BTS(방탄소년단),5
같어,Adjective,TWICE,2
같으면,Adjective,BTS(방탄소년단),4
같은,Adjective,BLACKPINK,5
같은,Adjective,BTS(방탄소년단),51
같은,Adjective,BTS(방탄소년단) & Juice WRLD,1
같은,Adjective,EXO,62
같은,Adjective,EXO-K,2
같은,Adjective,NCT 127,4
같은,Adjective,NCT DREAM,2
같은,Adjective,NCT U,9
같은,Adjective,Red Velvet(레드벨벳),54
같은,Adjective,SEVENTEEN(세븐틴),28
같은,Adjective,TWICE,30
같은거지,Adjective,BTS(방탄소년단),1
같은걸,Adjective,Red Velvet(레드벨벳),1
같은데,Adjective,BTS(방탄소년단),3
같은데,Adjective,EXO,4
같은데,Adjective,EXO-K,1
같은데,Adjective,SEVENTEEN(세븐틴),1
같은데,Adjective,TWICE,4
같은지,Adjective,BTS(방탄소년단),2
같은지,Adjective,SEVENTEEN(세븐틴),1
같은지,Adjective,TWICE,4
같을,Adjective,BTS(방탄소년단),3
같이,Adverb,BLACKPINK,2
같이,Adverb,BTS(방탄소년단),14
같이,Adverb,EXO,8
같이,Adverb,EXO-K,1
같이,Adverb,NCT U,2
같이,Adverb,Red Velvet(레드벨벳),8
같이,Adverb,SEVENTEEN(세븐틴),16
같이,Adverb,TWICE,12
같이,Adverb,예리 (YERI) & NCT,1
같이,Adverb,이현,1
같이,Josa,BLACKPINK,1
같이,Josa,BTS(방탄소년단),11
같이,Josa,EXO,7
같이,Josa,Red Velvet(레드벨벳),6
같이,Josa,SEVENTEEN(세븐틴),6
같이,Josa,TWICE,9
같잖아,Adjective,BTS(방탄소년단),1
같잖아,Adjective,TWICE,3
같죠,Adjective,SEVENTEEN(세븐틴),1
같지,Adjective,BLACKPINK,2
같지,Adjective,BTS(방탄소년단),2
같지,Adjective,EXO,2
같지,Adjective,Red Velvet(레드벨벳),3
같지,Adjective,SEVENTEEN(세븐틴),2
같지,Adjective,TWICE,3
같지만,Adjective,BTS(방탄소년단),1
같지만,Adjective,SEVENTEEN(세븐틴),4
개,Noun,BLACKPINK,3
개,Noun,BTS(방탄소년단),13
개,Noun,EXO,19
개,Noun,Red Velvet(레드벨벳),1
개,Noun,SEVENTEEN(세븐틴),5
개구쟁이,Noun,BTS(방탄소년단),1
개구진,Verb,BTS(방탄소년단),1
개그,Noun,BTS(방탄소년단),1
개념,Noun,BTS(방탄소년단),2
개미,Noun,BTS(방탄소년단),2
개뿔,Noun,BTS(방탄소년단),1
개안하게,Verb,BTS(방탄소년단),1
개어서,Verb,BTS(방탄소년단),1
개인,Noun,BTS(방탄소년단),2
개입,Noun,BTS(방탄소년단),1
개주고,Verb,BTS(방탄소년단),1
개척,Noun,SEVENTEEN(세븐틴),1
개츠비,Noun,EXO,1
객기,Noun,BTS(방탄소년단),1
객석,Noun,BTS(방탄소년단),1
갠,Noun,BTS(방탄소년단),6
갠,Noun,EXO,1
갠,Noun,TWICE,1
갤,Verb,BTS(방탄소년단),4
갤,Verb,EXO,5
갤,Verb,Red Velvet(레드벨벳),2
갤,Verb,SEVENTEEN(세븐틴),1
갤,Verb,TWICE,3
갯빛,Noun,Red Velvet(레드벨벳),1
갱,Noun,BTS(방탄소년단),5
갱생,Noun,BTS(방탄소년단),1
걍,Adverb,BTS(방탄소년단),7
걍,Adverb,BTS(방탄소년단) & Juice WRLD,1
걍,Adverb,SEVENTEEN(세븐틴),1
걔,Noun,BLACKPINK,1
걔,Noun,BTS(방탄소년단),6
걔,Noun,Red Velvet(레드벨벳),1
걔,Noun,SEVENTEEN(세븐틴),1
걔,Noun,TWICE,1
걔넨,Noun,BTS(방탄소년단),2
걘,Noun,BTS(방탄소년단),2
거,Noun,BLACKPINK,8
거,Noun,BTS(방탄소년단),72
거,Noun,EXO,20
거,Noun,EXO-K,1
거,Noun,NCT U,6
거,Noun,Red Velvet(레드벨벳),45
거,Noun,SEVENTEEN(세븐틴),41
거,Noun,TWICE,37
거가,Noun,BTS(방탄소년단),1
거거,Noun,BTS(방탄소년단),1
거고,Eomi,SEVENTEEN(세븐틴),2
거구,Noun,BTS(방탄소년단),1
거구,Noun,SEVENTEEN(세븐틴),1
거기,Noun,BTS(방탄소년단),8
거기,Noun,EXO,5
거기,Noun,EXO-K,1
거기,Noun,NCT 2018,1
거기,Noun,Red Velvet(레드벨벳),12
거기,Noun,SEVENTEEN(세븐틴),6
거기,Noun,TWICE,3
거꾸로,Noun,BTS(방탄소년단),2
거꾸로,Noun,Red Velvet(레드벨벳),1
거나,Noun,BTS(방탄소년단),1
거나,Noun,EXO-K,1
거나,Noun,Red Velvet(레드벨벳),2
거나,Noun,SEVENTEEN(세븐틴),1
거나,Noun,TWICE,1
거니,Eomi,BTS(방탄소년단),3
거니,Eomi,EXO,6
거니,Eomi,Red Velvet(레드벨벳),13
거니,Eomi,SEVENTEEN(세븐틴),3
거니,Eomi,TWICE,5
거니,Noun,Red Velvet(레드벨벳),1
거니,Noun,SEVENTEEN(세븐틴),1
거니,Noun,TWICE,1
거닐고,Verb,BTS(방탄소년단),1
거닐던,Verb,BTS(방탄소년단),1
거대한,Adjective,BTS(방탄소년단),2
거대한,Adjective,EXO,4
거대할,Adjective,EXO,2
거덜,Noun,BTS(방탄소년단),1
거두고,Verb,BTS(방탄소년단),1
거두어,Verb,EXO,1
거둬가고,Verb,BTS(방탄소년단),1
거둬가셨죠,Verb,EXO,1
거든,Verb,BTS(방탄소년단),2
거든,Verb,NCT U,3
거들,Verb,BTS(방탄소년단),1
거듭,Noun,BTS(방탄소년단),1
거듭,Noun,SEVENTEEN(세븐틴),1
거뜬하게,Adjective,BTS(방탄소년단),1
거란,Noun,BTS(방탄소년단),10
거란,Noun,BTS(방탄소년단) & Zara Larsson,1
거란,Noun,EXO,2
거란,Noun,Red Velvet(레드벨벳),1
거란,Noun,SEVENTEEN(세븐틴),5
거란,Noun,TWICE,1
거래,Noun,BTS(방탄소년단),2
거래,Noun,TWICE,1
거랬잖,Noun,BTS(방탄소년단),1
거려,Noun,BTS(방탄소년단),1
거려,Noun,Red Velvet(레드벨벳),2
거름,Noun,BTS(방탄소년단),1
거리,Noun,BLACKPINK,1
거리,Noun,BTS(방탄소년단),6
거리,Noun,EXO,13
거리,Noun,Lady Gaga & BLACKPINK,1
거리,Noun,NCT U,21
거리,Noun,Red Velvet(레드벨벳),7
거리,Noun,SEVENTEEN(세븐틴),5
거리,Noun,TWICE,5
거린,Noun,BLACKPINK,1
거린,Noun,BTS(방탄소년단),1
거린,Noun,Red Velvet(레드벨벳),1
거린,Noun,SEVENTEEN(세븐틴),1
거릴,Noun,EXO-K,2
거릴,Noun,Lady Gaga & BLACKPINK,1
거릴,Noun,SEVENTEEN(세븐틴),1
거만,Noun,TWICE,1
거미줄,Noun,SEVENTEEN(세븐틴),2
거부,Noun,BTS(방탄소년단),12
거부,Noun,EXO,5
거부,Noun,Red Velvet(레드벨벳),2
거부,Noun,SEVENTEEN(세븐틴),1
거부,Noun,TWICE,1
거북이,Noun,SEVENTEEN(세븐틴),1
거북이,Noun,TWICE,2
거슬러,Noun,EXO,2
거슬러,Noun,TWICE,1
거슬려,Verb,BLACKPINK,1
거슬리는,Verb,NCT U,1
거식증,Noun,BTS(방탄소년단),1
거야,Eomi,BLACKPINK,12
거야,Eomi,BTS(방탄소년단),76
거야,Eomi,EXO,28
거야,Eomi,EXO-K,2
거야,Eomi,NCT DREAM,2
거야,Eomi,NCT U,5
거야,Eomi,Red Velvet(레드벨벳),63
거야,Eomi,SEVENTEEN(세븐틴),24
거야,Eomi,TWICE,59
거야,Eomi,예리 (YERI) & NCT,2
거야,Eomi,옥상달빛,5
거역,Noun,EXO,1
거울,Noun,BLACKPINK,2
거울,Noun,BTS(방탄소년단),6
거울,Noun,EXO,3
거울,Noun,SEVENTEEN(세븐틴),5
거울,Noun,TWICE,2
거위,Noun,BTS(방탄소년단),1
거의,Noun,BTS(방탄소년단),2
거의,Noun,EXO-K,1
거의,Noun,SEVENTEEN(세븐틴),1
거의,Noun,TWICE,1
거인,Noun,BTS(방탄소년단),1
거인,Noun,이현,1
거절,Noun,Red Velvet(레드벨벳),2
거절,Noun,TWICE,7
거지,Noun,BLACKPINK,1
거지,Noun,BTS(방탄소년단),2
거지,Noun,Halsey & SUGA & BTS,1
거지,Noun,Red Velvet(레드벨벳),1
거지,Noun,SEVENTEEN(세븐틴),1
거진,Adverb,BTS(방탄소년단),1
거진,Adverb,EXO,1
거짓,Noun,BLACKPINK,1
거짓,Noun,BTS(방탄소년단),18
거짓,Noun,EXO,24
거짓,Noun,SEVENTEEN(세븐틴),8
거짓말,Noun,BLACKPINK,6
거짓말,Noun,BTS(방탄소년단),11
거짓말,Noun,EXO,13
거짓말,Noun,NCT U,3
거짓말,Noun,Red Velvet(레드벨벳),7
거짓말,Noun,SEVENTEEN(세븐틴),20
거짓말,Noun,TWICE,6
거창,Noun,BTS(방탄소년단),1
거창한,Adjective,BTS(방탄소년단),1
거쳤으니,Verb,SEVENTEEN(세븐틴),1
거친,Verb,BLACKPINK,1
거친,Verb,BTS(방탄소년단),6
거친,Verb,EXO,4
거친,Verb,NCT U,1
거친,Verb,TWICE,4
거칠게,Verb,TWICE,1
거칠어,Verb,EXO,1
거칠어도,Verb,Red Velvet(레드벨벳),3
거칠어진,Verb,EXO,4
거칠은,Verb,BTS(방탄소년단),5
거칠은,Verb,SEVENTEEN(세븐틴),2
거침,Verb,BLACKPINK,1
거침,Verb,EXO,3
거침,Verb,NCT,1
거침,Verb,NCT U,1
거침,Verb,SEVENTEEN(세븐틴),3
거침이,Verb,Red Velvet(레드벨벳),3
거품,Noun,BTS(방탄소년단),2
거품,Noun,EXO,3
거품,Noun,Red Velvet(레드벨벳),2
거품,Noun,TWICE,1
걱정,Noun,BTS(방탄소년단),37
걱정,Noun,EXO,5
걱정,Noun,EXO-K,1
걱정,Noun,NCT U,1
걱정,Noun,Red Velvet(레드벨벳),4
걱정,Noun,SEVENTEEN(세븐틴),26
걱정,Noun,TWICE,21
걱정,Noun,예리 (YERI) & NCT,4
걱정,Noun,옥상달빛,1
걱정거리,Noun,BTS(방탄소년단),1
걱정거리,Noun,TWICE,1
걱정스러운,Adjective,Red Velvet(레드벨벳),1
걱정스런,Adjective,SEVENTEEN(세븐틴),2
건,Noun,BLACKPINK,5
건,Noun,BTS(방탄소년단),91
건,Noun,EXO,32
건,Noun,EXO-K,3
건,Noun,Lady Gaga & BLACKPINK,1
건,Noun,NCT DREAM,1
건,Noun,NCT U,4
건,Noun,Red Velvet(레드벨벳),25
건,Noun,SEVENTEEN(세븐틴),36
